short_description,category
Kiefer won the 100-meter backstroke at the 1936 Berlin Olympics.,SPORTS
Rooney was admitted to the Pro Football Hall of Fame in 2000.,SPORTS
"Treat it like we treat alcohol, voting, cigarettes and sex.",SPORTS
It's a new initiative that the Miami Heat helps fund.,SPORTS
"""Dream come true.""",SPORTS
"Pretty, pretty good.",SPORTS
"Moments after I'll Have Another registered a rousing, come-from-behind victory in the 138th running of the Kentucky Derby",SPORTS
This must have put sunshine in everyone's pocket.,SPORTS
It came out all wrong.,SPORTS
"Recent soccer-related racism highlights European nations' tortured transition from ethnically relatively homogeneous to multicultural immigration societies amid a resurgence of entrenched racial, including anti-Semitic, attitudes that flourish in times of economic crisis and are not limited to Muslim communities.",SPORTS
We've officially seen it all.,SPORTS
"The Redskins' offense has been a powerhouse at times this season, but the unit opens the playoffs against the defense perhaps best suited to stop it. And the Redskins' defense is at its worst when defending against the type of things the Seahawks are capable of doing best.",SPORTS
"It was an emotional afternoon on Merseyside. The pre-match rendition of You’ll Never Walk Alone was hair raising, the minute’s",SPORTS
"""Today would have been my dad's 90th birthday,"" Ryan reminded reporters after his team's win over Arizona in the Elite Eight",SPORTS
Indiana's Goshen High School became the latest to ditch the controversial mascot last week.,SPORTS
Concussions increased 32 percent in this past season from the previous one.,SPORTS
Laser-guided Lowry!,SPORTS
"“The judgment of the medical team is that the water is the likely cause.""",SPORTS
"“It’s scary. It’s sad. It’s tragic. It’s tough.""",SPORTS
"""We want to show the world that we won't stand for this totally illegitimate president.""",SPORTS
These fans are flying high.,SPORTS
Fatma Samba Diouf Samoura is FIFA's new Secretary General.,SPORTS
"""You heard me, curling Fool!""",SPORTS
They were published online to coincide with Nike's #betterforit campaign.,SPORTS
"""Think of doping like Vladimir Putin ... It's something that adversely affects the entire world.""",SPORTS
And that's why you always leave a note.,SPORTS
"By Sean Martin, Golfweek SAN DIEGO – Torrey Pines may be Tiger Woods’ territory, but he hasn’t won here since 2008. His performance",SPORTS
"But the Olympian still thinks the vice president ""doesn't stand for anything that I was taught when I grew up.""",SPORTS
The commander-in-empathy had a word with Michigan coach Jim Harbaugh.,SPORTS
"""Here we go Patriots, here we go!""",SPORTS
Oregon shot 51 percent for the game while holding Kansas to 35 percent shooting.,SPORTS
"The 23rd overall pick in the 2008 NFL Draft, Mendenhall spent his first five seasons with the Pittsburgh Steelers. He recorded",SPORTS
"""They don't like displays of patriotism, strength, rugged individualism ...""",SPORTS
The conference had previously postponed playing because of the coronavirus pandemic.,SPORTS
But this press conference looks a bit different.,SPORTS
Namibia's Jonas Junius allegedly assaulted a room maid in the Olympic village.,SPORTS
Introducing... the kitten bobsled.,SPORTS
"The 25-year-old Mexico national team striker disappeared in his hometown on Saturday night, when he was intercepted by gunmen after leaving a party with his girlfriend.",SPORTS
"MINNEAPOLIS (AP) — Flip Saunders, the longtime NBA coach who won more than 650 games in nearly two decades and was trying",SPORTS
"""He was a lot better than I thought he was,"" Mayweather said.",SPORTS
"Good luck convincing T.J. Oshie that he is an American hero. Move over, Steve Rogers. While American hockey fans were busy",SPORTS
"The odds are 12,000-to-1 that it happens, but that seems low.",SPORTS
The 23-year-old was killed Tuesday afternoon.,SPORTS
Cincinnati Bengals defensive tackle Devon Still shared some great news about his daughter.,SPORTS
No. 2 Ohio State advances to face No. 6 Arizona in the West Region. With the final seconds ticking off the clock in a tie,SPORTS
"Carli Lloyd joins ""The Second Half"" podcast to talk about turf, the future of women's soccer and that World Cup goal.",SPORTS
A team spokesman criticized photos showing a bigger turnout for an Obama Super Bowl celebration.,SPORTS
When will we see the next gay NFL player come out?,SPORTS
"The legendary soccer player elected to have the surgery, and is recovering",SPORTS
The shocking move comes just two days before the NBA trade deadline.,SPORTS
The American figure skating star's personal best short program helped the U.S. take the lead in the team competition.,SPORTS
"Twas the night before Knicksmas, when all through the Garden
Not a big man was stirring, not even Rasheed.
The high tops were laced by the lockers with care,
In hopes that St. Knick soon would be there.",SPORTS
"""YOU ARE NOT ABOVE THE LAW. THIS IS NOT OK.""",SPORTS
"For proof of that, look no further than the next games up for us. Fresh off a historic upset of No. 2 Missouri, No. 15 Norfolk",SPORTS
"Despite the failure of Northwestern's unionization effort, other challenges could bring broader changes to college sports.",SPORTS
The controversial organization must strike while the superstar is still hot.,SPORTS
The first thought I had when news broke about the alleged store thefts in China by UCLA freshman basketball player LiAngelo,SPORTS
"The swim star said it wasn't excused by America maybe having ""extremely high standards for this sort of thing.""",SPORTS
"Major League Baseball and other pro leagues are eager to start playing again, but the worsening pandemic makes it clear that's a bad idea.",SPORTS
"Everyone wants a piece of Johnny Manziel: College football fans, NFL teams, opposing defenders, autograph brokers and ... mascots",SPORTS
A crime against the sport of basketball.,SPORTS
"""It wasn't the first time I have done that. It's something like the fourth time.""",SPORTS
February 10th is the first of 30 Sundays until the 2013 NFL season kicks off in Baltimore on September 5. To ease you off,SPORTS
Curry had a jaw-dropping seven threes in the first period alone.,SPORTS
The Patriots QB attempted to clarify his stance on the controversial reality star.,SPORTS
He'll face Novak Djokovic in the final on Sunday.,SPORTS
This will be first time an MLB team plays in Cuba since 1999.,SPORTS
Even Springsteen stops the show after three hours.,SPORTS
The Giants leadoff batter Blanco was issued a free pass to start the first.  A wild pitch advanced him to second and he stole third.  Royals pitcher Jason Vargas walked Buster Posey putting two on in the corners.,SPORTS
"We now have somewhat of an idea of what it's like to break up with Mark Cuban, and it's scary.",SPORTS
Tears streamed down his face as he rounded the bases.,SPORTS
Ethan Horvath commits a howler to remember.,SPORTS
"A mysterious illness swept through a Las Vegas youth football tournament earlier this week, leaving dozens of players and",SPORTS
"""Miniature soccer team on the way,"" she said after announcing the news.",SPORTS
Aren't we all?,SPORTS
No. 30 is the best both on and off the court.,SPORTS
What a touching tribute.,SPORTS
A Russian curler had earlier lost his bronze medal over doping charges.,SPORTS
"The delight of the Russian crowd, that fifth group of dancers soon expanded outward to complete the set. While most viewers",SPORTS
The decision contains major implications for college athletes.,SPORTS
STORY CONTINUES BELOW Follow GOAL.COM on Twitter. Norwich continued to press forward after the interval as Snodgrass and,SPORTS
