short_description,category
"Whether you're a honeymooner, searching for a unique family getaway, or desperate for an extended girls or guys weekend only, consider Costa Rica, a country that has something to offer everyone.",TRAVEL
"Of course, that beautiful bundle of joy is reward enough, but if there's one person who deserves a little spoiling, it's a woman who just gained 35-plus pounds!",HOME & LIVING
Use family heirlooms or start your own collection from scratch.,HOME & LIVING
"Pastry chefs like Dominique Ansel, François Payard and Andrea Litvin spend their days crafting up delicious sweets for the world to enjoy. But what are their favorite desserts? We find out.",TRAVEL
"""This is undoubtedly the most insipid excuse at fund raising I have ever seen.""",POLITICS
Which item is your favorite? Leave me a comment below to let me know and please take a minute to rate your favorite slides,HOME & LIVING
"Webb's position on college affordability, like much of his record, doesn't fit neatly into any political box. While he has been a staunch defender of rural, impoverished communities in many of his speeches, his positions on college affordability have shown him to be far more to the right than you might think.",POLITICS
May marks the start the Alaskan cruise season.,TRAVEL
"Isolated for decades under a dictatorship that was harsh even by Communist standards, Albania opened up in the 1990s and has since been hustling to catch up to the rest of Europe.",TRAVEL
They also criticized him for not doing enough to free them.,POLITICS
"Tired of visiting the same designer boutiques, venerable chains and fluorescently-lit retail centers? So are we. That's why we decided to scour the globe for unique shopping spots; in these retail heavens, you'll find an eclectic array of boutique haunts, stylish department stores and secret discount venues.",TRAVEL
Take advantage of the last weekend before the big night to make this.,HOME & LIVING
No. 2 Ohio State advances to face No. 6 Arizona in the West Region. With the final seconds ticking off the clock in a tie,SPORTS
We bet you haven’t seen seats like this before.,HOME & LIVING
"What do an elephant, a hippo, a troop of baboons, a crocodile, a herd of lechwe, impalas and buffalo have in common? The answer: my very first day at Mombo camp.",TRAVEL
"We are living amid the largest refugee crisis in recent memory, but according to one GOP lawmaker, the United States shouldn’t",POLITICS
"Demaryius Thomas has just sent his mother a picture of the most unlikely Super Bowl ticket of all, the one intended for her",SPORTS
Packing is pivotal. Forget an essential item and you're left disappointed and scrambling to find the nearest store in your destination. So we thought it best to revisit the most basic -- and most useful -- packing rules.,TRAVEL
"Doorknobs might not be the most exciting part of home decor, but they're impossible to ignore.",HOME & LIVING
"Coach Chip Kelly has come under fire, with some saying he may be gone after the season is over. After back to back 10-6 seasons, the Eagles are 4-7 without showing much sign of improvement. The problem is Chip Kelly. He is his own worst enemy.",SPORTS
"The work of Frank Lloyd Wright needs no identification. Unless, it's one of the hundreds of structures the legendary architect",HOME & LIVING
The decision comes ahead of an expected visit to the country by U.S. Secretary of State Mike Pompeo.,POLITICS
Tomorrow Night Is The 2015 WWE EXTREME RULES PPV on the WWE Network! It all starts with the Kickoff Show at 7:30pm EST. Here are some rumors and predictions for the PPV!,SPORTS
Ciara also appeared onstage at the Seattle stop of Swift's tour.,SPORTS
"""Every outfit she has put on, I want to wear to the club.""",SPORTS
This DIY gift only LOOKS professional.,HOME & LIVING
"In the six years since Airbnb launched, the company has pretty much managed to redefine budget traveling. Since then, I've played the role as both host and guest in several countries and cities, with, more often than not, mixed feelings.",TRAVEL
So many close calls.,SPORTS
That didn't take long.,POLITICS
"Goodbye, Steve.",SPORTS
"The timing may be ""bittersweet,"" but Murphy believes Obama's executive actions will significantly expand the effectiveness of background checks.",POLITICS
More jobs and more health insurance are making a big difference in peoples' lives.,POLITICS
"""He's not that good."" Stern told Reuters TV's Robert Wolf. ""He's a lefty -- he goes the same way every time."" David Stern",SPORTS
"Vienna is famous for its bistro culture, where you while away afternoons with shots of espresso, slices of pastry and conversation.",TRAVEL
"""My destiny was to make people happy.""",SPORTS
"One of the secrets to a successful garden design is to incorporate something unexpected, a surprise for the garden visitor",HOME & LIVING
Before a duel it was customary for combatants to agree upon rules and weapons. At the outset of the Orange Bowl it seemed,SPORTS
Trump is only 5 points from becoming the biggest loser in presidential history. Let's help him get there.,POLITICS
By Frank Pingue (Reuters) - Denver Broncos quarterback Peyton Manning will announce his retirement from the NFL at a news,SPORTS
"""Rich, powerful, that sort of stuff” is how teenage Cruz described his life's aspirations.",POLITICS
"If you think pulling together a complex trip is the kind of organizational nightmare that'll make you feel like you're in a bad remake of a Vacationmovie -- don't worry. There's an app for that. Take it from me: I've been on the road with my family for the better part of a year, often for weeks at a time.",TRAVEL
✊,POLITICS
"When the air turns crisp and cold, cruise lines know families look to flee Old Man Winter with a sunny, tropical escape. That's why many cruises enhance their holiday offerings to lure families onto the ships.",TRAVEL
"He hasn't succeeded, for the most part, but he's cemented the GOP's identity.",POLITICS
"It wasn't that long ago that travelers could reserve a specific seat on an aircraft at no extra charge. Today, airlines have made it increasingly difficult to even reserve a seat together with your travel companion until you check-in on the day of the flight.",TRAVEL
"Cuidad del Este is a bustling city on the Paraguayan side of the Rio Parana. It forms the triple frontier with Brazil and Argentina, but it couldn't be more different from its orderly neighbors.",TRAVEL
He'll face Novak Djokovic in the final on Sunday.,SPORTS
"Before kickoff on game day, in NFL locker rooms all over the country, players wait in line to drop their pants. We call it",SPORTS
This year's hot holiday trend for home décor is ilex.  What's ilex?,HOME & LIVING
DISCLOSURE: Editorial selections are made by Zuburbia with no direct promotional consideration from the featured eBay sellers,HOME & LIVING
